Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/03/2018,Student loan,"On XXXX XXXX XXXX I made an early payment on my Federal Statement Student Loans serviced by Navient in the amount of 1 full month 's payment. I had already paid my XXXX payment on the XXXX of that month via Navient 's autopay system. 

When I paid that loan I selected the option that Navient provides to advance my due date for my next payment by the amount of time that this payment would cover, in this case 1 month. You must select to either advance your due date or have the additional payment applied to interest/principal when making a payment. 

On XXXX XXXX XXXX, and XXXX XXXX XXXX, Navient 's autopay system attempted to withdraw the XXXX payment from my XXXX XXXX XXXX XXXX XXXX account that I had enrolled with their autopay system. Because I did not have sufficient funds in that account, my bank charged me two {$29.00} overdraft fees, for a total of {$58.00}. 

On XXXX XXXX XXXX I contact Navient and explained the situation. I spoke with a customer service representative and eventually a supervisor. Rather than refund me for the overdraft charges that resulted from their error, the supervisor informed that although I had asked that my due date be advanced when I made my additional payment, that had no impact on their autopay system. 

The supervisor further informed me that this was my fault and Navient could not help me because I agreed to the terms listed on the website when I clicked to submit the extra payment, and that these terms state that their autopay system would continue to function despite the extra payment. After our phone call I logged on to Navient 's website to review this "" disclosure. '' How it actually works is that there is a scroll box on the screen on the final step before you submit payment containing terms and a button separate from this scroll box that you click to submit the payment. Next to that button is the phrase "" By selecting the Submit button below, I am acknowledging that I have read, understand, and agree to the Electronic Payment Authorization. '' Only visible after scrolling approximately 4/5ths of the way through that embedded scroll box is the phrase : *If your loan ( s ) is currently enrolled in Auto Pay, your monthly payment will continue to be deducted from your bank account as originally agreed upon. 

I honestly do not recall whether I manged to locate and read this statement prior to submitting the payment. Frankly, it should n't matter. A term referencing another agreement ( one that is not contained in the same disclosure ) should not be allowed to trump the plain meaning of primary purpose of the payment being made. 

Remember, I had just informed Navient to advance my due date and I had no desire to pay off my loan more quickly than required. If they were planning to take more money than was owed that month anyway through their autopay, they need to take additional measures beyond burying an opaque disclosure outside of the initially visible portion of a scrollbox above the submit button. 

This practice is misleading and deceptive and causes customers to inadvertently double pay or pay early on monthly payments to Navient 's advantage. Or if they do n't have the funds in their account for the unanticipated double payment, like me, they will be hit with overdraft charges.",,"Navient Solutions, LLC.",CA,,,Consent provided,Web,01/03/2018,Closed with explanation,Yes,,2770899
05/20/2017,Checking or savings account,,,JPMORGAN CHASE & CO.,WA,98802,,,Referral,05/22/2017,Closed with monetary relief,Yes,,2490558
09/08/2017,"Credit reporting, credit repair services, or other personal consumer reports",Equifax happened A company I 'm forced to opt into and cant avoid handing over my information over to has open security policies that allowed the more nefarious types get all the personal information that matters,,"EQUIFAX, INC.",UT,840XX,,Consent provided,Web,09/08/2017,Closed with explanation,Yes,,2660884
06/27/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"HCFS Health Care Financial Services, Inc.",AL,35405,,Consent not provided,Web,06/27/2018,Closed with explanation,Yes,,2948105
07/17/2013,Credit card,,,JPMORGAN CHASE & CO.,CT,064XX,Older American,,Web,07/30/2013,Closed with explanation,Yes,No,459849
06/04/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",,,,,Phone,06/04/2018,Closed with explanation,Yes,,2925664
05/24/2018,"Payday loan, title loan, or personal loan",,,"Mobiloans, LLC",CA,90046,,Consent not provided,Web,05/24/2018,Untimely response,No,,2916529
02/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",WI,53224,,Consent not provided,Web,02/06/2019,Closed with explanation,Yes,,3144894
04/20/2015,Mortgage,,,NATIONSTAR MORTGAGE,FL,32904,,,Referral,04/22/2015,Closed with explanation,Yes,No,1337165
04/05/2018,Debt collection,,,Alliance Data Card Services,CA,94954,,,Postal mail,04/05/2018,Closed with non-monetary relief,Yes,,2865236
03/19/2015,Bank account or service,,,BBVA COMPASS FINANCIAL CORPORATION,TX,782XX,,Consent not provided,Web,03/23/2015,Closed with explanation,Yes,No,1290259
09/29/2015,Mortgage,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,92129,,Consent not provided,Web,10/02/2015,Closed with explanation,Yes,Yes,1584960
02/16/2016,Mortgage,"XXXX/XXXX/XXXX emailed hardship application and supporting financials to Caliber XXXX/XXXX/XXXX Caliber requested rental agreement for rental income XXXX/XXXX/XXXX LOE needed for one item on the RMA XXXX/XXXX/XXXX Letter from Caliber acknowledging receipt of a complete packet, review to be conducted in 30 days, letter is attached XXXX/XXXX/XXXX contacted XXXX for status update, XXXX advised that the in house was completed but then they realized that this loan qualified for HAMP review ; file went back into review on XXXX/XXXX/XXXX XXXX/XXXX/XXXX Caliber advises file pending review XXXX/XXXX/XXXX Caliber advises need more information to complete review-additional docs send right in XXXX/XXXX/XXXX Caliber advises again more information There have not been any missing documents letters received by the homeowners. It has been nearly 90 days since the original packet was sent to XXXX ; XXXX review should have been completed prior to an in house review. We do not understand how they can get away with violating the guidelines. This loan is incurring additional interest and escrow advances making it more difficult to leave modification options available Caliber needs to be looked at for violation of CFPB guidelines",,"Caliber Home Loans, Inc.",ME,,,Consent provided,Web,02/16/2016,Closed with explanation,Yes,No,1788199
11/11/2016,Credit reporting,,,"EQUIFAX, INC.",FL,32738,Servicemember,Consent not provided,Web,11/11/2016,Closed with explanation,Yes,No,2205219
07/05/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30045,,,Referral,07/05/2018,Closed with explanation,Yes,,2954604
02/19/2016,Credit reporting,My yonger sister bad credit is on my credit.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OH,441XX,,Consent provided,Web,02/19/2016,Closed with explanation,Yes,No,1795644
12/31/2013,Debt collection,,,"Real Time Resolutions, Inc.",MN,55345,,,Web,12/31/2013,Closed with explanation,Yes,No,650936
02/15/2017,Debt collection,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"The CMI Group, Inc.",IL,60629,,Consent not provided,Web,03/19/2017,Closed with non-monetary relief,Yes,No,2345751
12/25/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",TX,77037,,Consent not provided,Web,12/25/2018,Closed with explanation,Yes,,3108790
03/27/2013,Credit reporting,,,"EQUIFAX, INC.",CA,90723,,,Postal mail,04/12/2013,Closed with non-monetary relief,Yes,No,367140
04/15/2017,Debt collection,"I have XXXX collection accounts on my credit report from this company and not only disputed with the credit bureaus but also with the collection agencies. I sent the letter to the address on my credit report. The letter was returned as deliverable. I then sent the letter to another address obtained from a letter sent to me after the credit bureau dispute was received by them ; it was a different address. I asked for the proof that I ever agreed to pay or owe the debt with my signature on it. The only communication I have ever received was that one letter. They refuse to remove, reply, validate or anything else. By not replying, they are agreeing that the debt is not valid and therefore, should be removed. Not only have I received no proof of this debt, but they have also failed to insert a notice of dispute to my credit file which is a violation of the FDCPA and I can take them to court over this along with reporting a debt and failing to verify. In addition to this, they continue to change the account status from open to closed and back again, multiple times per month.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"HOVG, LLC",NV,891XX,,Consent provided,Web,04/17/2017,Closed with explanation,Yes,No,2436792
09/16/2016,Mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FREEDOM MORTGAGE COMPANY,CA,92832,,Consent not provided,Web,09/20/2016,Closed with explanation,Yes,Yes,2117227
09/26/2018,"Money transfer, virtual currency, or money service","Paypal would not let me delete my bank card. and their website doesnt work correctly most of the time! 
I wanted to purchase something through XXXX with an XXXX gift card. Someone through pay pal 's XXXX system, it tried to take the money out of my old bank account that I do not use anymore ( XXXX XXXX  ). As a result that bank gave me several fees totalling over {$120.00}!! And paypal somehow authorized the transaction and now say that I owe them money!! 
I was trying to use a gift card throuogh XXXX!! 
Pay pal, it is their fault the whole mess happened. 
And they never should have authorized that payment to go through and the so-called negative balance with a paypal account that I have no kNOWELEDGE OF!! 
PAYPAL SHOULD BE FINED FOR BAD BUSINESS PRACTICES, CAN NOT ACCESS OUR BANK INFO, AND CAN NOT DELETE OUR BANK CARD WHEN WE HAVE TO DELETE IT!! 
AND THEY NEVER SHOULD HAVE AUTHORIZED THE MONEY TO GO THROUOGH SO I OWE THEM MONEY?????? NOT!! I WAS GOING TO PAY THE ITEM THROUGH AN XXXX GIFT CARD, NOT PAYPAL!! I DO NOT EVEN HAVE A BANK ACCOUNT, THEY OWE ME AT LEAST {$120.00} IN BANK FEES!!",,PAYPAL HOLDINGS INC.,PA,,,Consent provided,Web,10/22/2018,Closed with monetary relief,Yes,,3029741
